scholar_index,name_letters,name_arabic,grade,birth_greg,death_greg,places_of_stay,students_index,teachers_index
3903,Sahl bin Abi Sahl,( سهل بن أبي سهل ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3904,Shrahyl,(no identity) Wrwa Khlyfh bin Kh ( شراحيل غير منسوب وروى خليفة بن خياط ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3905,Shryk bin al-Tfyl bin al-Harith al-Azdy,( شريك بن الطفيل بن الحارث الأزدي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3906,Z Shryk bin 'Abdur Rahman al-Sbahy,( ز شريك بن عبد الرحمن الصباحي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3907,Shrhbyl bin Abd Klal,( شرحبيل بن عبد كلال ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3908,Skhr bin Sulaiman,( صخر بن سليمان ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3909,Syfy bin 'Amr bin Zayd bin Jshm,( صيفي بن عمرو بن زيد بن جشم ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3910,Skhr bin A'ya al-'Asady,( صخر بن أعيا الأسدي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3911,Skhr bin 'Abdullah al-Hdhly al-M'arwf,( صخر بن عبد الله الهذلي المعروف ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3912,Drs bin Qty'h al-Tamimy Yqal,( ضرس بن قطيعة التميمي يقال ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3913,Talha bin S'aid bin 'Amr bin Mrh,( طلحة بن سعيد بن عمرو بن مرة ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3914,Zuhyr bin Snan al-'Asady,( ظهير بن سنان الأسدي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3915,'Asim bin al-Bkyr Bsyghh al-Tsghyr al-Mz,( عاصم بن البكير بصيغة التصغير المزني ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3916,'Amir bin 'Amr bin Hdhafh bin Abd,( عامر بن عمرو بن حذافة بن عبد ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3917,Aa'idh bin Th'albah bin Wbrh al-Blwy,( عائذ بن ثعلبة بن وبرة البلوي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3918,'Aabad bin al-Harith bin Ady bin al-'Asw,( عباد بن الحارث بن عدي بن الأسود ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3919,'Aabad bin Abd al-Zy bin Mhsn,( عباد بن عبد العزي بن محصن ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3920,'Abbas bin Qays bin 'Amir bin Khld'h,( عباس بن قيس بن عامر بن خلدة ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3921,Abayh Baltkhfyf Wb'd al-Alf Thtanyh bin,( عباية بالتخفيف وبعد الألف تحتانية بن بحي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3922,'Abdullah bin Aslm bin Zayd,( عبد الله بن أسلم بن زيد ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3923,'Abdullah bin Bra'a al-Dary,( عبد الله بن براء الداري ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3924,'Abdullah bin Bryr Msghr Wyqal,( عبد الله بن برير مصغر ويقال ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3925,'Abdullah bin Jz'a bin Ans,( عبد الله بن جزء بن أنس ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3926,'Abdullah bin al-Harith bin Qays,( عبد الله بن الحارث بن قيس ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3927,'Abdullah bin al-Harith bin Khld'h,( عبد الله بن الحارث بن خلدة ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3928,'Abdullah bin al-Harith bin Hyshh,( عبد الله بن الحارث بن هيشة ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3929,'Abdullah bin al-Harith Y'rf Bibn,( عبد الله بن الحارث يعرف بابن ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3930,'Abdullah bin Abi Khalid bin Qays,( عبد الله بن أبي خالد بن قيس ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3931,'Abdullah bin Salm,( عبد الله بن سالم ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3932,'Abdullah bin Shmr Wyqal bin Shmran,( عبد الله بن شمر ويقال بن شمران ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3933,'Abdullah bin Abi Aqyl al-Thqfy,( عبد الله بن أبي عقيل الثقفي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3934,'Abdullah bin 'Amr al-Jmhy,( عبد الله بن عمرو الجمحي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3935,'Abdullah bin Ghalb al-Thqfy,( عبد الله بن غالب الثقفي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3936,'Abdullah bin Kaml bin Habib,( عبد الله بن كامل بن حبيب ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3937,'Abdullah bin Mbshr al-Sa'dy,( عبد الله بن مبشر السعدي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3938,'Abdullah bin Ndlh bin Malik,( عبد الله بن نضلة بن مالك ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3939,'Abdullah bin Nhshl bin Naf',( عبد الله بن نهشل بن نافع ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3940,'Abdullah bin Nhyk,( عبد الله بن نهيك ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3941,'Abdullah bin Hmam al-Bdy,( عبد الله بن همام العبدي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3942,'Abdullah bin Hyshh bin al-N'man,( عبد الله بن هيشة بن النعمان ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3943,'Abdur Rahman bin Arqm al-Bdy Thm,( عبد الرحمن بن أرقم العبدي ثم ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3944,'Abdur Rahman bin Usamah bin Qays,( عبد الرحمن بن أسامة بن قيس ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3945,'Abdur Rahman bin Jbr,( عبد الرحمن بن جبر ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3946,'Abdur Rahman bin Abi Drhm al-Kndy,( عبد الرحمن بن أبي درهم الكندي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3947,'Abdur Rahman bin 'Abdullah bin 'Uthman,( عبد الرحمن بن عبد الله بن عثمان ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3948,'Abdur Rahman bin Abi Azh,( عبد الرحمن بن أبي عزة ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3949,'Abdur Rahman al-Mkfwf,( عبد الرحمن المكفوف ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3950,Abd al-Qywm Mwla Abi Rashid bin Abd,( عبد القيوم مولى أبي راشد بن عبد ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3951,'Ubaidullah bin 'Abdullah bin Shhab,( عبيد الله بن عبد الله بن شهاب ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3952,Ubaid bin Th'albah,( عبيد بن ثعلبة ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3953,Ubaid bin 'Amr bin Wdqh bin 'Ubaid,( عبيد بن عمرو بن ودقة بن عبيد ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3954,'Ubaid'h bin 'Abdullah al-Nhdy,( عبيدة بن عبد الله النهدي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3955,Atab bin Slym bin Qays bin Aslm,( عتاب بن سليم بن قيس بن أسلم ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3956,'Uthman bin 'Amr bin Rfa'h bin al-Harith,( عثمان بن عمرو بن رفاعة بن الحارث ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3957,Arfth bin Hbab al-Azdy Hlyf bin Umayya,( عرفطة بن حباب الأزدي حليف بن أمية ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3958,Ata'a bin Habs al-Tamimy,( عطاء بن حابس التميمي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3959,Atyh bin Hasan bin Dbab al-Th'lby,( عطية بن حصن بن ضباب الثعلبي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3960,Aqyb bin 'Amr bin Ady bin Zayd,( عقيب بن عمرو بن عدي بن زيد ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3961,Akashh bin Thwr bin Asghr,( عكاشة بن ثور بن أصغر ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3962,Als Bmhmltyn Wlam Mftwhat bin al-'Aswad,( علس بمهملتين ولام مفتوحات بن الأسود ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3963,'Alqama bin Jnad'h bin 'Abdullah,( علقمة بن جنادة بن عبد الله ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3964,'Alqama bin al-Nadr,( علقمة بن النضر ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3965,'Ali bin 'Ubaidullah bin al-Harith,( علي بن عبيد الله بن الحارث ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3966,Amar bin Ziyad bin al-Skn,( عمار بن زياد بن السكن ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3967,Amarh bin Aws bin Th'albah al-Ansari,( عمارة بن أوس بن ثعلبة الأنصاري ( رضي الله عنه,Comp.(RA),0,0,Medina,,1
3968,'Umar bin al-Hakam al-Bhzy,( عمر بن الحكم البهزي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3969,'Amr bin Anas al-Ansari,( عمرو بن أنس الأنصاري ( رضي الله عنه,Comp.(RA),0,0,Medina,,1
3970,'Amr bin Awys Wyqal bin Aby,( عمرو بن أويس ويقال بن أبي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3971,'Amr bin Tym al-Byady,( عمرو بن تيم البياضي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3972,'Amr bin Jlas bin Awf bin 'Amr,( عمرو بن جلاس بن عوف بن عمرو ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3973,'Amr bin Sufyan al-Bkaly,( عمرو بن سفيان البكالي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3974,'Amr bin 'Abdullah al-Ansari Awrd,( عمرو بن عبد الله الأنصاري أورد ( رضي الله عنه,Comp.(RA),0,0,Medina,,1
3975,'Amr bin Abi 'Umarh,( عمرو بن أبي عمرة ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3976,'Amr bin Anmh Bmhmlh Wnwn Mftwhtyn,( عمرو بن عنمة بمهملة ونون مفتوحتين ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3977,'Amr bin Hilal al-Mzny Qr'at Bkht,( عمرو بن هلال المزني قرأت بخط ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3978,'Umayrh Baltsghyr bin Malik al-Kharfy,( عميرة بالتصغير بن مالك الخارفي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3979,Awf al-Wrkany,( عوف الوركاني ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3980,Ayad bin S'aid bin Jbyr bin Awf,( عياض بن سعيد بن جبير بن عوف ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3981,'Isa bin 'Abdullah al-Sbahy,( عيسى بن عبد الله الصباحي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3982,'Abdullah bin al-Harith bin 'Amr,( عبد الله بن الحارث بن عمرو ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3983,'Uthman bin 'Ubaidullah bin al-Hdyr,( عثمان بن عبيد الله بن الهدير ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3984,'Umayr bin Abi Azyz bin 'Umayr,( عمير بن أبي عزيز بن عمير ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3985,Aa'ish bin al-Samt bin Dryd Sbh,( عائش بن الصامت بن دريد صبح ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3986,'Abdullah bin Swar,( عبد الله بن سوار ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3987,'Abdur Rahman bin Arbd al-'Asady,( عبد الرحمن بن اربد الأسدي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3988,'Abdur Rahman bin Tym bin Malik,( عبد الرحمن بن تيم بن مالك ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3989,'Ubaidullah bin Sbrh Wyqal Dmrh,( عبيد الله بن صبرة ويقال ضمرة ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3990,Atard bin Brz al-Tardy,( عطارد بن برز العطاردي ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3991,Afyf bin 'Abdullah bin K'ab,( عفيف بن عبد الله بن كعب ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3992,Aqym bin Ziyad bin Dhhl bin Awf,( عقيم بن زياد بن ذهل بن عوف ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3993,Akrmh bin Sba' bin Khalid bin al-Harith,( عكرمة بن سباع بن خالد بن الحارث ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3994,Amar bin Abi Salamh bin Abd,( عمار بن أبي سلامة بن عبد ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3995,'Amr bin Khfajy al-'Umary,( عمرو بن خفاجي العامري ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3996,'Amr bin Salmah bin K'ab bin Wa'il,( عمرو بن سلمة بن كعب بن وائل ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3997,'Amr bin 'Abdullah bin Nhar,( عمرو بن عبد الله بن نهار ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3998,'Amir al-Mzny Abu Hilal,( عامر المزني أبو هلال ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
3999,'Abdullah bin al-Harith bin Zayd,( عبد الله بن الحارث بن زيد ( رضي الله عنه,Comp.(RA),0,0,Hijaz,,1
4000,Usama bin Sharek al-Tha'labi,( أسامة بن شريك الثعلبي العامري ( رضي الله عنه,Comp.(RA) [1st Generation],0,0,Kufa,,1
4001,Usama bin 'Umayr al-Hadhali,( أسامة بن عمير الهذلي ( رضي الله عنه,Comp.(RA) [1st Generation],0,0,"Medina, Basra",,1
4002,'Amr bin 'Absa al-Salmi,( عمرو بن عبسة السلمي البجلي ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Hijaz, Medina, Syria","16, 399, 4048, 10878, 19310, 6225, 19940, 10915, 19813, 19925, 10968, 4097","1, 1"
4003,Damad bin Tha'laba al-Azdi,( ضماد بن ثعلبة الأزدي ( رضي الله عنه,Comp.(RA),0,0,"Hijaz, Makkah",,1
4004,Malik/Nu'man bin Khalaf bin 'Auf,( مالك ونعمان خلف بن عوف بن دارم ( رضي الله عنه,Comp.(RA),0,0,"Hijaz, Medina",,1
4005,Abu Rahm al-Ghafari,( أبو رهم الغفاري ( رضي الله عنه,Comp.(RA) [1st Generation],0,0,"Hijaz, Medina",12619,1
4006,'Abdullah bin al-Habib,( عبد الله بن الهبيب ( رضي الله عنه,Comp.(RA),0,625,"Hijaz, Medina",,1
4007,'Abdur Rahman bin al-Habib,( عبد الرحمن بن الهبيب ( رضي الله عنه,Comp.(RA),0,625,"Hijaz, Medina",,1
4008,Ja'l bin Saraqa al-Damri,( جعال/جعيل بن سراقة الضمري ( رضي الله عنه,Comp.(RA),0,0,Medina,,1
4009,Wahb bin Qabous al-Mazni,( وهب بن قابوس المزني ( رضي الله عنه,Comp.(RA),0,625,Medina,,1
4010,al-Harith bin 'Uqba al-Mazni,( الحارث بن عقبة بن قابوس المزني ( رضي الله عنه,Comp.(RA),0,625,Medina,,1
4011,'Amr bin Umayya al-Damri,( عمرو بن أمية الضمري ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Makkah, Medina","11501, 18550, 17416, 18293, 10567",1
4012,Bakr bin Umayya al-Damri,( بكر بن أمية الضمري ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medina",17416,1
4013,Umm Tariq client of Sa'd,( أم طارق مولاة سعد ( رضي الله عنه,Comp.(RA),0,0,Medina,,1
4014,Umm Farwa,( أم فروة ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,Medina,,1
4015,Maymuna bin Kardam,( ميمونة بنت كردم الثقفية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,"Makkah, Medina","19184, 19484",1
4016,Kardam bin Sufyan al-Thaqafi,( كردم بن سفيان الثقفى ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medina",4015,1
4017,Kardam bin Abi al-Sa'ib,( كردم بن أبى السائب الأنصاري ( رضي الله عنه,Comp.(RA),0,0,"Medina, Kufa",,1
4018,Umm al-Husayn al-Ahmasiyya,( أم الحصين الأحمسية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,Medina,10808,1
4019,Husayn bin Umm al-Husayn,( حصين بن أم الحصين الأحمسية ( رضي الله عنه,Comp.(RA),0,0,Medina,,1
4020,Umm Jundab Azdiyya,( أم جندب الأزدية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,"Makkah, Medina","19868, 169",1
4021,'Amr bin al-Ahwas al-Azdi,( عمرو بن الأحوص الأزدي ( رضي الله عنه,Comp.(RA) [1st Generation],0,0,"Makkah, Medina",19868,1
4022,'Abdullah bin 'Amr bin al-Ahwas al-Azdi,( عبد الله بن عمرو بن الأحوص الأزدي ( رضي الله عنه,Comp.(RA),0,0,"Makkah, Medina",,1
4023,Umm al-Sa'ib,( أم السائب/أم المسيب الأنصارية ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4024,Buhaysa al-Fazariyya,( بهيسة الفزارية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,Medina,14174,"1, 4059"
4025,Salama bint al-Hurr al-Fazariyya,( سلامة بنت الحر الفزارية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,Medina,19503,1
4026,Kharsha bin al-Hurr al-Fazari,( خرشة بن الحر الفزاري ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Kufa","11334, 5077, 11394, 11406",1
4027,Basira/Yasira,( بسيرة/يسيرة ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,"Makkah, Medina",19472,1
4028,Sarra' bint Nabhan al-Ghanawiyya,( سراء بنت نبهان الغنوية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,Medina,,1
4029,"Qayla, Umm Bani Anmar",( قيلة أم بني أنمار ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,Medina,,1
4030,Qayla bint Makhrama al-Tamimiyya,( قيلة بنت مخرمة التميمية ( رضي الله عنها,Comp.(RA) [1st Generation],0,0,"Makkah, Medina",,1
4031,The Aunt of al-'Aas bin 'Amr,( عمة العاص بن عمرو الطفاري ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4032,Rifa'a bin Samw'al al-Qarzi,( رفاعة بن سموأل القرظي ( رضي الله عنه,Comp.(RA),0,0,Medina,,1
4033,'Abdur Rahman bin al-Zubayr al-Qarzi,( عبد الرحمن بن الزبير القرظي ( رضي الله عنه,Comp.(RA) [1st Generation],0,0,Medina,4034,1
4034,al-Zubayr bin 'Abdur Rahman al-Qarzi,( الزبير بن عبد الرحمن بن الزبير القرظي ( رضي الله عنه,Comp.(RA) [6th generation],0,0,Medina,,"1, 4032"
4035,al-Kilabiyya,( الكلابية - فاطمة بنت الضحاك ( رضي الله عنها,Comp.(RA),0,622,Medina,,1
4036,Asma' bin al-Nu'man,( أسماء بنت النعمان ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4037,Mulayka bint Ka'b al-Laythi,( مليكة بنت كعب ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4038,The daughter of Jundab bin Damra,( بنت جندب بن ضمرة ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4039,Saba/Sana bint al-Salt bin Habib,( سبا / سنا بنت الصلت ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4040,Safiyya bint Bashama bin Nadla,( صفية بنت بشامة ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4041,Khawla bint la-Hudhayl,( خولة بنت الهذيل ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4042,Sharaf bint Khalifa,( شراف بنت خليفة ( رضي الله عنها,Comp.(RA),0,0,Medina,,1
4043,Duba'a bint 'Amr bin Qurat,( ضباعة بنت عامر ( رضي الله عنها,Comp.(RA),0,0,"Makkah, Medina",,1
4044,Abu Waqid al-Laithi,( أبو واقد الليثي ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Makkah","19124, 11004, 11237, 11020, 11511, 10511","1, 1, 2, 3"
4045,"al-Nabghat-ul Ja'di, the Poet",( النابغة الجعدي ( رضي الله عنه,Comp.(RA),0,0,Medina,,1
4046,'Abdur Rahman bin Abza,( عبد الرحمن بن أبزى ( رضي الله عنه,Comp.(RA) [1st Generation],0,0,"Medina, Makkah, Kufa","11346, 11701, 11052, 15443, 11049","1, 2, 3, 5, 25, 39"
4047,Abu Juhayfa al-Sawai',( أبو جحيفة السوائي ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Kufa","11383, 11350, 11052, 11049, 11418, 11375, 11069","1, 5, 400"
4048,Abu Umama al-Bahili,( أبو أمامة الباهلي ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Egypt, Hims, Syria","11692, 10881, 11720, 10968, 11066, 11044, 10910, 11342, 11422, 10915","1, 1, 3, 4, 5, 10, 40, 4002"
4049,Wathla bin al-'Asqa',( واثلة بن الأسقع ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Syria","19510, 11027, 11412, 10881, 11066, 11672, 11453, 19201, 17542","1, 13, 56, 804"
4050,'Abdullah bin al-Harith al-Zubaidi,( عبد الله بن الحارث بن جزء الزبيدي ( رضي الله عنه,Comp.(RA) [1st Generation],0,622,"Medina, Egypt","16043, 16073, 16080, 11411","1, 1"
